,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
73,lzw-txt-small-high-24,3.2758751579440384,6.0,6909.18359375,28.56344,0.3958142857142857,611.117553590426
74,lzw-txt-small-high-25,3.2384431235219875,6.0,6605.580078125,24.04891,0.2535857142857142,1083.1554287979516
75,lzw-txt-small-high-26,3.2409042297565303,5.0,6466.1904296875,20.52714,0.2504166666666667,1257.930988416671
76,lzw-txt-small-high-27,3.253982654663233,6.0,6805.4912109375,23.94644,0.2503571428571428,1135.163798807832
77,lzw-txt-small-high-28,3.2716670537102166,6.0,6858.95703125,23.94643,0.2503571428571428,1144.0824371914173
78,lzw-txt-small-high-29,3.238953167503157,5.0,6235.8212890625,20.5158,0.25,1215.8085551745485
79,lzw-txt-small-high-30,3.2026300929651765,5.0,6163.4365234375,21.01482,0.2683416666666666,1092.9722618484311
80,lzw-txt-small-high-31,3.2442203639940974,6.0,6487.3046875,25.02359,0.2842928571428572,911.9031835917558
81,lzw-txt-small-high-32,3.246881343558883,6.0,6768.7783203125,24.08248,0.2546428571428571,1103.7674541565434
82,lzw-txt-small-high-33,3.236632766085993,5.0,6247.125,20.52714,0.2504166666666667,1215.314057243483
83,lzw-txt-small-high-34,3.2944648944009978,6.0,7272.9697265625,23.9351,0.25,1215.4483961316228
84,lzw-txt-small-high-35,3.231699581722512,5.0,6301.4609375,20.52714,0.2504166666666667,1225.8845562581903
85,lzw-txt-small-high-36,3.2727760470643528,6.0,7140.25,23.95778,0.2507142857142857,1188.7424306271128
86,lzw-txt-small-high-37,3.2640101509229025,6.0,6595.2119140625,23.95846,0.2507357142857143,1097.876924844921
87,lzw-txt-small-high-38,3.2402655095330597,6.0,6451.474609375,24.91926,0.2810057142857142,921.316182793262
88,lzw-txt-small-high-39,3.310097659120636,6.0,7306.162109375,24.51324,0.2682142857142857,1111.2369689595243
89,lzw-txt-small-high-40,3.247625939148795,5.0,6464.0185546875,20.55095,0.2512916666666667,1251.6779597885643
90,lzw-txt-small-high-41,3.275736593175455,6.0,6918.5859375,23.95846,0.2507357142857143,1151.7076255187385
91,lzw-txt-small-high-42,3.2224578519469405,6.0,6340.1904296875,23.95869,0.2507428571428571,1055.3843838454284
92,lzw-txt-small-high-43,3.2367730742539904,5.0,6295.29296875,20.53847,0.2508333333333333,1221.975809136598
93,lzw-txt-small-high-44,3.2312519744816104,5.0,6331.669921875,20.46948,0.2482966666666666,1245.7777416225042
94,lzw-txt-small-high-45,3.244869807562566,6.0,6550.880859375,25.14852,0.2882285714285714,903.7540157251602
95,lzw-txt-small-high-46,3.262543265343259,6.0,6896.859375,24.58126,0.2703571428571428,1037.7897628840003
96,lzw-txt-small-high-47,3.27018157422146,6.0,6952.71484375,23.94644,0.2503571428571428,1159.7208709011932
97,lzw-txt-small-high-48,3.2572189008904924,6.0,6471.658203125,23.92376,0.2496428571428571,1083.5949960190185
98,lzw-txt-small-high-49,3.316934668944008,6.0,6838.2109375,23.94689,0.2503714285714286,1140.5349724716411
99,lzw-txt-small-high-50,3.251895220010176,6.0,6517.6796875,23.91151,0.2492571428571428,1093.5493786500078
100,lzw-txt-large-low-1,3.91624273393527,31.0,28555.1083984375,110.53922,0.2577296874999999,1002.3120930750712
101,lzw-txt-large-low-2,3.914629305321705,29.0,28322.380859375,102.55138999999998,0.2497966666666666,1105.6090081910188
102,lzw-txt-large-low-3,3.9265046802511177,29.0,28881.708984375,104.45577999999998,0.2637963333333333,1048.145698889699
103,lzw-txt-large-low-4,3.911538030236612,31.0,30122.033203125,109.33755,0.249448125,1104.4211143392488
104,lzw-txt-large-low-5,3.9754391245606806,34.0,32802.6240234375,121.18766,0.259528,1042.9559508740251
105,lzw-txt-large-low-6,3.994278248884762,32.0,31518.486328125,114.62198,0.2619293939393939,1049.816049769188
106,lzw-txt-large-low-7,3.9682363616941614,32.0,32237.23828125,113.08955,0.2516881818181818,1132.5894970678803
107,lzw-txt-large-low-8,3.9917569664687855,36.0,34490.283203125,128.47687,0.2616986486486486,1025.818041084395
108,lzw-txt-large-low-9,4.020669686927848,36.0,34334.0703125,123.95039,0.2552413888888889,1085.2412563225437
109,lzw-txt-large-low-10,3.937830707437416,31.0,30194.2666015625,110.371,0.2565703124999999,1066.2599693301397
110,lzw-txt-large-low-11,3.9960408589950016,39.0,36183.115234375,138.78811000000002,0.2611155,998.4378606731418
111,lzw-txt-large-low-12,3.947737095963017,32.0,31022.802734375,112.72423999999998,0.2492469696969697,1104.164623080473
112,lzw-txt-large-low-13,3.928633988862389,30.0,29571.595703125,107.97601999999998,0.2640693548387097,1037.1210290323156
113,lzw-txt-large-low-14,3.9089569737081886,29.0,28558.3896484375,102.56673999999998,0.24991,1114.1496501189818
114,lzw-txt-large-low-15,3.898519188396589,28.0,28226.4931640625,101.43060999999996,0.2672693103448276,1041.2111130610629
115,lzw-txt-large-low-16,4.469591038313965,30.0,31659.869140625,106.80940999999996,0.2557703225806451,1158.9093004208785
116,lzw-txt-large-low-17,4.022828786586,41.0,37413.5341796875,144.67716,0.2556002380952381,1011.736703919334
117,lzw-txt-large-low-18,3.923504482592061,30.0,29269.6015625,107.97193,0.2640403225806452,1026.681393610151
118,lzw-txt-large-low-19,3.985829254982428,34.0,33394.48828125,121.42978,0.2610534285714285,1053.4651747118758
119,lzw-txt-large-low-20,3.920201751911036,33.0,32081.3193359375,116.94774,0.254485294117647,1077.947713784428
120,lzw-txt-large-low-21,3.910521314464608,27.0,27135.3359375,95.89074999999998,0.2511839285714285,1126.5919365508964
121,lzw-txt-large-low-22,3.951917422497112,31.0,30834.224609375,109.57862,0.251109375,1120.5836402942018
122,lzw-txt-large-low-23,3.978527694838207,36.0,34271.509765625,126.62619,0.2506681081081081,1079.718676920666
123,lzw-txt-large-low-24,3.895615223131266,28.0,27468.0322265625,99.18282999999995,0.2501758620689655,1106.9949695673483
124,lzw-txt-large-low-25,3.9372013836745823,31.0,30713.603515625,110.05198,0.2543715625,1097.145826410205
125,lzw-txt-large-low-26,3.933914150445135,32.0,30780.38671875,112.9766,0.2509333333333333,1085.7434438462185
126,lzw-txt-large-low-27,4.020459743236899,33.0,32847.1103515625,116.56412999999998,0.2519970588235293,1118.2445004659355
127,lzw-txt-large-low-28,3.825765033447055,29.0,28486.3662109375,102.58867999999995,0.250071,1110.3867748323742
128,lzw-txt-large-low-29,3.9392636164139456,32.0,31313.6630859375,112.78870999999998,0.2496778787878788,1111.9574758918866
129,lzw-txt-large-low-30,3.9209144570940144,31.0,29514.208984375,110.0512,0.2543665624999999,1054.329467139674
130,lzw-txt-large-low-31,3.925340935553082,31.0,30326.1181640625,109.59919,0.25125125,1101.288862790175
131,lzw-txt-large-low-32,3.9568721066234542,33.0,31191.033203125,114.27662,0.2596212121212121,1051.3134029272824
132,lzw-txt-large-low-33,3.962391054483963,31.0,30465.623046875,110.29744,0.25606375,1078.6896961256905
133,lzw-txt-large-low-34,3.9909823550667176,51.0,50133.4033203125,178.11478,0.2513196153846154,1119.9556952979983
134,lzw-txt-large-low-35,3.9970034473755622,33.0,32979.5703125,116.58560999999996,0.2521364705882353,1121.926417611409
135,lzw-txt-large-low-36,3.962798643456461,39.0,36784.6728515625,137.30458,0.25293625,1059.1825043612146
136,lzw-txt-large-low-37,3.953243254816096,32.0,30039.4501953125,109.2525,0.2488621875,1104.8458322277334
137,lzw-txt-large-low-38,3.975264738618532,35.0,32818.83203125,125.01129,0.2617402777777777,1003.00552534461
138,lzw-txt-large-low-39,3.970407691702194,33.0,31987.4501953125,116.45146,0.2512661764705882,1093.20259450073
139,lzw-txt-large-low-40,4.278704255316806,60.0,58152.87890625,210.66413,0.257544262295082,1071.8370044390715
140,lzw-txt-large-low-41,4.667986459497075,96.0,92885.6318359375,335.86645,0.2595357731958763,1065.5766329349624
141,lzw-txt-large-low-42,3.957929775458546,36.0,33525.5400390625,123.85848,0.2546783333333334,1062.8158859839857
142,lzw-txt-large-low-43,5.134748251347753,112.0,109703.7705078125,390.70414,0.2584371681415929,1086.4720735596215
143,lzw-txt-large-low-44,4.012507010656197,39.0,35039.33984375,134.01374,0.2347925,1113.5824239961746
144,lzw-txt-large-low-45,4.783686307326836,95.0,90746.4765625,331.84005,0.2582405208333333,1058.9527498964517
145,lzw-txt-large-low-46,4.405741734478518,68.0,69426.6572265625,236.85064,0.2529368115942029,1158.8831622225084
146,lzw-txt-large-low-47,3.9312516794352415,31.0,31362.2861328125,109.99459,0.25397625,1122.647157431284
147,lzw-txt-large-low-48,3.942208352840552,31.0,29924.7529296875,109.17506,0.2483284375,1103.7753174879117
148,lzw-txt-large-low-49,3.950312731747765,33.0,31578.119140625,116.6717,0.252695,1071.0853625047505
149,lzw-txt-large-low-50,3.926727592054553,29.0,28732.66796875,102.35202999999998,0.2483316666666666,1130.439671738159
150,lzw-txt-large-high-1,3.785575203971269,32.0,30503.5283203125,112.9834,0.2509793939393939,1075.71536208801
151,lzw-txt-large-high-2,3.7182694589258687,29.0,27655.0576171875,102.28336,0.2478263333333333,1090.9934170103732
152,lzw-txt-large-high-3,3.768973290505143,28.0,27479.2314453125,99.61198999999996,0.2534393103448276,1088.476325548865
153,lzw-txt-large-high-4,3.7271938187805462,27.0,26191.1171875,95.5701,0.2486585714285714,1102.1191511842342
154,lzw-txt-large-high-5,3.622008227691345,25.0,22682.36328125,87.39528999999999,0.2668736,972.5113081978254
155,lzw-txt-large-high-6,3.815979061135492,29.0,27756.599609375,101.92245,0.2451733333333333,1110.7675260405997
156,lzw-txt-large-high-7,3.759189150548968,28.0,26913.3896484375,101.31158999999997,0.2663641379310345,997.3176725098824
157,lzw-txt-large-high-8,3.7443968647261503,28.0,27082.5498046875,99.15855,0.2499910344827585,1092.5339701231271
158,lzw-txt-large-high-9,3.745246171721201,26.0,25228.9892578125,94.54458,0.2681611111111111,995.101586216372
159,lzw-txt-large-high-10,3.7533274346770056,26.0,25775.7802734375,92.44719,0.2510296296296296,1110.6906620123511
160,lzw-txt-large-high-11,3.749363243180537,28.0,27217.912109375,101.30038,0.2662789655172414,1009.0364894744112
161,lzw-txt-large-high-12,3.725838379608315,25.0,24815.7451171875,88.92517999999998,0.2501980769230769,1115.3690766655127
162,lzw-txt-large-high-13,3.756293362839352,30.0,28608.2255859375,108.15446,0.2653387096774193,996.8868690863014
163,lzw-txt-large-high-14,3.7826958077284014,28.0,27225.2490234375,99.23972999999998,0.2506086206896551,1094.6878065178616
164,lzw-txt-large-high-15,3.745054773834613,30.0,27459.158203125,108.11619999999998,0.2650667741935483,958.1668765657964
165,lzw-txt-large-high-16,3.8026356693779655,26.0,25549.4453125,92.36788,0.2503822222222222,1104.7321939243684
166,lzw-txt-large-high-17,3.851180242393633,35.0,33121.837890625,124.86784999999998,0.2608613888888889,1016.8432054247652
167,lzw-txt-large-high-18,3.73880513563929,26.0,25066.0634765625,93.71840999999998,0.2614129629629629,1023.13773783286
168,lzw-txt-large-high-19,3.80705351261655,31.0,29914.0126953125,110.20736,0.2554425,1062.6027086111924
169,lzw-txt-large-high-20,3.7803338528833135,30.0,28753.46875,107.37484,0.2597925806451613,1030.7681026411074
170,lzw-txt-large-high-21,3.726865064162392,25.0,24508.97265625,90.02146999999998,0.2594973076923077,1049.1706924099178
171,lzw-txt-large-high-22,3.79378516990152,31.0,29770.3837890625,109.35238,0.249550625,1090.9316254636335
172,lzw-txt-large-high-23,3.689683348801222,24.0,23790.7587890625,85.37202,0.2490256,1119.0480664220436
173,lzw-txt-large-high-24,3.873795661908373,44.0,39695.099609375,151.10225999999997,0.2532729545454545,1037.2348959448686
174,lzw-txt-large-high-25,3.746019135518549,29.0,28218.671875,102.63569999999996,0.2504166666666667,1097.9306034833248
175,lzw-txt-large-high-26,3.7428673996477806,28.0,27465.7294921875,101.31379,0.2663806896551724,1017.7001475117164
176,lzw-txt-large-high-27,3.741556356322537,29.0,27005.92578125,102.19993999999998,0.2472133333333333,1068.8986742877078
177,lzw-txt-large-high-28,3.811965886971739,30.0,28788.330078125,107.44290999999998,0.2602770967741936,1029.4440727407211
178,lzw-txt-large-high-29,3.743244777845508,25.0,24628.4765625,88.89940999999999,0.2499796153846153,1108.2406461120602
179,lzw-txt-large-high-30,3.839460988137396,28.0,27175.5771484375,101.23466,0.2657789655172414,1010.017598539156
180,lzw-txt-large-high-31,3.76298470547541,28.0,27395.576171875,99.92036,0.2557844827586207,1071.8950228183287
181,lzw-txt-large-high-32,3.7924555501252137,30.0,28791.634765625,105.93784999999998,0.24957,1088.987239267224
182,lzw-txt-large-high-33,3.665460820294257,29.0,27331.9892578125,102.9767,0.2529233333333333,1049.4055923255398
183,lzw-txt-large-high-34,3.825707903046722,37.0,33645.908203125,129.71587,0.2487373684210526,1042.7930009827085
184,lzw-txt-large-high-35,3.764929016233258,29.0,27837.818359375,103.26009,0.2550066666666666,1057.185415452158
185,lzw-txt-large-high-36,3.718199692798143,24.0,23817.69921875,85.21209999999999,0.2476148,1128.8128356478474
186,lzw-txt-large-high-37,3.7766983399760687,29.0,28077.9248046875,103.19116,0.2545,1069.140362440875
187,lzw-txt-large-high-38,3.7595079099963815,26.0,25992.705078125,92.41248,0.2507462962962963,1121.7248137996748
188,lzw-txt-large-high-39,3.770787521162912,31.0,29563.9619140625,110.01796,0.2541371875,1057.379355691456
189,lzw-txt-large-high-40,3.7263135577825617,23.0,23156.828125,82.04122000000001,0.2497979166666666,1129.9471999097088
190,lzw-txt-large-high-41,3.7923972972102833,28.0,27104.142578125,99.46906,0.2523527586206896,1079.7907499972653
191,lzw-txt-large-high-42,3.741372630850685,26.0,25941.2451171875,92.17636,0.2488181481481481,1131.069287181396
192,lzw-txt-large-high-43,3.695620886153412,26.0,25379.955078125,92.54688999999998,0.2518437037037037,1088.9248840806972
193,lzw-txt-large-high-44,3.73223367904776,32.0,30271.2333984375,113.00743,0.2511393939393939,1066.6164476112906
194,lzw-txt-large-high-45,3.779962788498748,30.0,28482.076171875,107.50136,0.2606929032258064,1016.3153297578004
195,lzw-txt-large-high-46,3.669703260010429,23.0,23069.5263671875,82.01693,0.2495745833333333,1127.0282819321797
196,lzw-txt-large-high-47,3.763100777271562,29.0,27382.927734375,105.31192,0.27009,962.706368370954
197,lzw-txt-large-high-48,3.8102602124174254,29.0,28176.05859375,102.61039,0.2502303333333333,1097.3595538284717
198,lzw-txt-large-high-49,3.799464930997808,30.0,28989.4052734375,107.90192999999996,0.2635422580645162,1019.4356812288512
199,lzw-txt-large-high-50,3.751666931197771,29.0,27901.34375,102.68265,0.2507616666666666,1083.5947788503536
200,lzw-pdf-small-low-1,1.374836303489611,14.0,3838.36328125,53.16457,0.277568,260.1083980236582
201,lzw-pdf-small-low-2,1.3673841322158762,15.0,4063.1953125,54.70903,0.250003125,297.0730442995213
202,lzw-pdf-small-low-3,1.364959298242847,14.0,3977.0341796875,51.1981,0.248656,312.3967708539595
203,lzw-pdf-small-low-4,1.381910469497869,14.0,4038.037109375,52.55312,0.268578,286.08913574572364
204,lzw-pdf-small-low-5,1.369642617996057,15.0,4021.5947265625,54.91033,0.252778125,289.73753495657587
205,lzw-pdf-small-low-6,1.3787132561135844,14.0,4058.2919921875,51.26704999999999,0.24967,317.0579167813584
206,lzw-pdf-small-low-7,1.362065293926657,14.0,3835.453125,50.96482,0.2452266666666666,306.8869986541419
207,lzw-pdf-small-low-8,1.372106197928152,14.0,3964.7646484375,53.33518,0.280076,265.41639857672794
208,lzw-pdf-small-low-9,1.367844682834963,14.0,3906.474609375,51.29179,0.2500333333333333,304.606551304443
209,lzw-pdf-small-low-10,1.3612923625455946,15.0,4125.2841796875,54.38054,0.2454756249999999,309.0309528791229
210,lzw-pdf-small-low-11,1.369436897768221,16.0,4199.2470703125,59.45325999999999,0.2671905882352941,264.3471293137715
211,lzw-pdf-small-low-12,1.3779879413341225,15.0,4147.0673828125,55.96168,0.267269375,277.26889404049194
212,lzw-pdf-small-low-13,1.3832422861472375,14.0,4095.955078125,51.27815999999999,0.2498333333333333,319.7218883425346
213,lzw-pdf-small-low-14,1.3701505154841225,15.0,4131.3916015625,54.5914,0.248381875,304.68581048974283
214,lzw-pdf-small-low-15,1.363841247323707,14.0,3790.0625,51.74340999999999,0.2566733333333333,285.37148475187456
215,lzw-pdf-small-low-16,1.3779749049238967,14.0,3915.5166015625,51.66611,0.2555373333333333,296.57118129115946
216,lzw-pdf-small-low-17,1.365159333925105,14.0,3739.3271484375,51.39382,0.251534,289.2583245201615
217,lzw-pdf-small-low-18,1.3653723317144766,15.0,3804.0947265625,54.8198,0.25153,275.8824570864823
218,lzw-pdf-small-low-19,1.3655050405928744,14.0,3873.814453125,51.26705,0.24967,302.645433810516
219,lzw-pdf-small-low-20,1.3647796273006705,14.0,3711.1845703125,50.753420000000006,0.2421186666666666,302.00836205015173
220,lzw-pdf-small-low-21,1.3687718101623387,14.0,4016.94921875,51.32442999999999,0.2505133333333333,312.42182208266263
221,lzw-pdf-small-low-22,1.3750065365173436,14.0,3865.8193359375,50.91243000000001,0.244456,310.6111394763012
222,lzw-pdf-small-low-23,1.380259194275205,14.0,3969.201171875,51.33575,0.25068,308.4349001050779
223,lzw-pdf-small-low-24,1.3749711039642114,13.0,3833.4072265625,47.82462,0.2492821428571428,321.5453696820289
224,lzw-pdf-small-low-25,1.361188556224208,14.0,3736.2021484375,51.60713,0.25467,284.2777503614496
225,lzw-pdf-small-low-26,1.3622215697945208,14.0,3792.8369140625,51.18252999999999,0.2484266666666666,298.29378670231813
226,lzw-pdf-small-low-27,1.3537630589869072,15.0,3817.150390625,54.17376,0.2426249999999999,290.4121239749012
227,lzw-pdf-small-low-28,1.3585583461374402,14.0,3795.771484375,51.30129,0.2501733333333333,295.75408905970727
228,lzw-pdf-small-low-29,1.371791788016892,14.0,4051.3955078125,51.69808,0.2560066666666666,306.1110119343262
229,lzw-pdf-small-low-30,1.3731846128041552,15.0,4032.65625,54.231750000000005,0.243425,305.47270178122346
230,lzw-pdf-small-low-31,1.3623351162737312,14.0,3853.4375,51.26705,0.24967,301.0534649919586
231,lzw-pdf-small-low-32,1.362768404944085,14.0,3761.8623046875,51.27982,0.2498573333333333,293.6055781708003
232,lzw-pdf-small-low-33,1.3695484001620088,14.0,3920.533203125,51.12301000000001,0.2475526666666666,309.7855179181424
233,lzw-pdf-small-low-34,1.3660424816737249,14.0,4003.701171875,51.30131,0.2501733333333333,311.9551680599182
234,lzw-pdf-small-low-35,1.3607711668418467,15.0,3933.166015625,54.60274,0.248538125,289.82431890396515
235,lzw-pdf-small-low-36,1.3643394695928437,14.0,3852.9482421875,51.76561000000001,0.257,289.6134423329725
236,lzw-pdf-small-low-37,1.3673145714998411,14.0,3943.056640625,51.15062,0.247958,310.8880212621364
237,lzw-pdf-small-low-38,1.369061439341802,14.0,4083.7578125,51.313770000000005,0.2503566666666666,317.8827009983888
238,lzw-pdf-small-low-39,1.3595322317788765,14.0,3802.52734375,51.33623,0.2506873333333333,295.4717627249623
239,lzw-pdf-small-low-40,1.383618521318711,15.0,4329.7216796875,54.7215,0.250175,316.2700579911944
240,lzw-pdf-small-low-41,1.3711644592462204,14.0,3997.3056640625,51.221700000000006,0.2490033333333333,313.406651854465
241,lzw-pdf-small-low-42,1.3626187273610897,15.0,4115.43359375,54.42834,0.246134375,307.19789679818126
242,lzw-pdf-small-low-43,1.363174669754364,15.0,3875.943359375,56.307860000000005,0.272040625,253.03152667383569
243,lzw-pdf-small-low-44,1.3713647969878824,14.0,3849.353515625,51.38065999999999,0.25134,298.0756558256604
244,lzw-pdf-small-low-45,1.3566334135220783,14.0,3927.400390625,51.22101,0.2489933333333333,307.9422806664705
245,lzw-pdf-small-low-46,1.349852873863859,14.0,3814.1787109375,51.55043,0.2538366666666666,291.48377772356
246,lzw-pdf-small-low-47,1.3791303434609097,14.0,4054.2880859375,52.53738,0.2683466666666667,287.57424558531267
247,lzw-pdf-small-low-48,1.3548401627557185,14.0,3838.6865234375,51.16053,0.248104,302.42232433840564
248,lzw-pdf-small-low-49,1.3716336957418582,14.0,3932.3134765625,51.23303000000001,0.24917,308.03661194480344
249,lzw-pdf-small-low-50,1.3686945219381847,15.0,3978.4580078125,56.57063,0.2756625,255.12092020857497
250,lzw-pdf-small-high-1,1.203857110154964,9.0,1601.919921875,34.31861,0.25277,184.6654227484279
251,lzw-pdf-small-high-2,1.1969527322198017,9.0,1599.2646484375,34.27328,0.25177,185.336385257005
252,lzw-pdf-small-high-3,1.199831692466267,9.0,1584.3046875,34.1231,0.2484579999999999,186.86899215253447
253,lzw-pdf-small-high-4,1.2012689641023482,9.0,1494.5478515625,34.19323,0.250005,174.83203092580322
254,lzw-pdf-small-high-5,1.202873579659656,9.0,1606.6787109375,35.38327,0.27625,164.3723582587316
255,lzw-pdf-small-high-6,1.196267894142443,9.0,1504.68359375,34.329950000000004,0.25302,173.2276298933118
256,lzw-pdf-small-high-7,1.1774905962464208,8.0,1295.2216796875,30.7626,0.2497277777777777,168.59869706388537
257,lzw-pdf-small-high-8,1.203457515953374,9.0,1559.0361328125,34.21567,0.2505,181.89610599400945
258,lzw-pdf-small-high-9,1.1940430291666864,9.0,1518.615234375,34.204570000000004,0.250255,177.41112666445477
259,lzw-pdf-small-high-10,1.1955774528759957,9.0,1536.431640625,35.4749,0.2782699999999999,155.64159556592702
260,lzw-pdf-small-high-11,1.1930268132760944,8.0,1425.5,30.92198,0.2536333333333333,181.7580259873747
261,lzw-pdf-small-high-12,1.1991084149244031,9.0,1486.5146484375,34.21591,0.250505,173.430189896369
262,lzw-pdf-small-high-13,1.2062206137032196,9.0,1592.6611328125,33.627379999999995,0.237527,199.3964245451931
263,lzw-pdf-small-high-14,1.198716127962731,8.0,1470.27734375,30.79683,0.2505666666666666,190.53288951867424
264,lzw-pdf-small-high-15,1.2082630835820996,9.0,1591.11328125,35.54221,0.279755,160.0216761014635
265,lzw-pdf-small-high-16,1.2050549556233687,9.0,1590.787109375,34.8736,0.26501,172.12859313137184
266,lzw-pdf-small-high-17,1.2072023919601114,9.0,1615.005859375,34.19324,0.250005,188.92313918234157
267,lzw-pdf-small-high-18,1.1906544777813894,9.0,1497.2822265625,34.02816,0.246365,178.60194890453846
268,lzw-pdf-small-high-19,1.203963545570405,9.0,1598.2109375,34.21614,0.2505099999999999,186.45671016794847
269,lzw-pdf-small-high-20,1.2023325564335658,9.0,1489.537109375,35.67132,0.2826019999999999,147.76001137393348
270,lzw-pdf-small-high-21,1.2004038894461475,9.0,1528.482421875,34.98884,0.267551,163.27674188292366
271,lzw-pdf-small-high-22,1.2143719864589697,10.0,1705.203125,37.63543,0.2504636363636363,180.8983292828536
272,lzw-pdf-small-high-23,1.2034422979768835,9.0,1549.431640625,34.19324,0.250005,181.25227707136824
273,lzw-pdf-small-high-24,1.1968189848102535,9.0,1449.8828125,34.20524,0.25027,169.3680416662883
274,lzw-pdf-small-high-25,1.206689846448074,9.0,1619.423828125,35.508199999999995,0.279005,163.46315671692224
275,lzw-pdf-small-high-26,1.1998020636722655,9.0,1562.638671875,34.963849999999994,0.267,167.38944067692734
276,lzw-pdf-small-high-27,1.2108483285759704,9.0,1656.677734375,34.17077999999999,0.2495099999999999,194.3100156948213
277,lzw-pdf-small-high-28,1.205166588958375,9.0,1523.7958984375,34.193690000000004,0.250015,178.24393637176095
278,lzw-pdf-small-high-29,1.2033332365714489,9.0,1573.296875,34.227239999999995,0.2507549999999999,183.3112835660161
279,lzw-pdf-small-high-30,1.197383971125497,8.0,1399.7626953125,31.49921,0.2677777777777778,165.95113234767013
280,lzw-pdf-small-high-31,1.2005147544669517,9.0,1564.1494140625,34.82781,0.264,170.11716747623169
281,lzw-pdf-small-high-32,1.1995609781076804,9.0,1545.142578125,34.17055,0.249505,181.2330243469243
282,lzw-pdf-small-high-33,1.1951218608207288,9.0,1439.51953125,34.19322,0.250005,168.39487377148706
283,lzw-pdf-small-high-34,1.2019984967160344,9.0,1567.3173828125,34.31794,0.252755,180.69077645889385
284,lzw-pdf-small-high-35,1.1907848481513372,9.0,1438.92578125,34.99022,0.267582,153.68618331242058
285,lzw-pdf-small-high-36,1.1923363368838,9.0,1450.65625,34.8054,0.263505,158.17178795624488
286,lzw-pdf-small-high-37,1.2000485899776026,8.0,1476.357421875,30.88751,0.2527888888888888,189.08219342532252
287,lzw-pdf-small-high-38,1.1927175805607733,9.0,1404.296875,33.80150999999999,0.2413659999999999,172.12610227073347
288,lzw-pdf-small-high-39,1.2035487023976637,9.0,1548.033203125,34.17032,0.2495,181.57693273848727
289,lzw-pdf-small-high-40,1.2023852356212386,8.0,1483.169921875,30.75102,0.2494444444444444,193.3559531544769
290,lzw-pdf-small-high-41,1.202939780217487,9.0,1519.5869140625,35.30417,0.2745049999999999,156.8011631330212
291,lzw-pdf-small-high-42,1.2033694753165494,8.0,1466.6728515625,30.8778,0.2525511111111111,188.07783622456316
292,lzw-pdf-small-high-43,1.199456275175628,9.0,1473.494140625,34.15898,0.2492499999999999,173.06464354593663
293,lzw-pdf-small-high-44,1.2005466511500116,9.0,1536.81640625,34.19322,0.250005,179.7766540310143
294,lzw-pdf-small-high-45,1.191198511458392,9.0,1459.076171875,34.215909999999994,0.250505,170.22897004582578
295,lzw-pdf-small-high-46,1.2032733244061675,10.0,1604.8837890625,39.68567,0.2915672727272727,138.6982875221236
296,lzw-pdf-small-high-47,1.1944966767994778,8.0,1429.1083984375,30.93287,0.2539,181.96265048659328
297,lzw-pdf-small-high-48,1.1930918238882753,8.0,1368.0966796875,30.75102,0.2494444444444444,178.35423548371145
298,lzw-pdf-small-high-49,1.2002997142223728,9.0,1515.8193359375,34.015629999999994,0.246088,181.08333616935835
299,lzw-pdf-small-high-50,1.1977499844921975,9.0,1506.7861328125,34.20503,0.250265,176.01979951415464
300,lzw-pdf-large-low-1,1.4270192972307985,26.0,7278.3837890625,94.58990999999996,0.2685314814814815,286.5463838305761
301,lzw-pdf-large-low-2,1.413369968139872,22.0,6231.0654296875,78.65592999999998,0.2501152173913043,316.7311120290825
302,lzw-pdf-large-low-3,1.4097832999219484,23.0,6310.453125,83.73724999999999,0.2653825,283.96810932016155
303,lzw-pdf-large-low-4,1.4088225158687493,23.0,6388.2294921875,82.13191,0.25063125,310.3368636669371
304,lzw-pdf-large-low-5,1.3899115212829447,22.0,5868.5849609375,79.91283999999999,0.2621673913043478,280.11615635583263
305,lzw-pdf-large-low-6,1.4049003697693203,24.0,6403.23046875,85.9844,0.2544276,292.6949619233952
306,lzw-pdf-large-low-7,1.4036587007057522,23.0,6168.73828125,81.38419999999999,0.2437608333333333,310.9512595389447
307,lzw-pdf-large-low-8,1.4468827301866076,22.0,6623.6015625,80.69664,0.2696826086956522,304.35876078258855
308,lzw-pdf-large-low-9,1.4823437783573032,30.0,9582.3828125,106.14659999999998,0.2510548387096774,359.5827362221975
309,lzw-pdf-large-low-10,1.4558282047347302,29.0,8400.75,104.47604,0.2639456666666666,304.6399260443736
310,lzw-pdf-large-low-11,1.433445037706907,22.0,6335.78125,78.68994,0.2504413043478261,321.49557751389915
311,lzw-pdf-large-low-12,1.453047570534088,22.0,6564.453125,81.04714,0.2730434782608695,296.6395473396187
312,lzw-pdf-large-low-13,1.410102696299833,25.0,6790.41796875,88.60049,0.2474438461538461,309.7303233035572
313,lzw-pdf-large-low-14,1.409400372223779,23.0,6130.095703125,83.84441,0.2663675,274.4807597310604
314,lzw-pdf-large-low-15,1.4978511577910445,22.0,7229.4736328125,78.83708000000001,0.2518521739130435,364.108186736037
315,lzw-pdf-large-low-16,1.4018349535086911,24.0,6526.818359375,86.20635000000001,0.2563852,295.3039917285502
316,lzw-pdf-large-low-17,1.4475732108994392,24.0,7077.455078125,86.86667,0.26221,310.7239274892645
